,Email Text,Email Type
452,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
453,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
454,"Dear Sam, thank you for your purchase. Your order will be shipped soon.",Safe Email
455,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
456,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
457,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
458,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
459,"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
460,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
461,You have a new secure message from your bank. Click here to read it.,Phishing Email
462,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
463,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
464,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
465,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
466,"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
467,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
468,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
469,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
470,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
471,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
472,"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
473,"Hi Jane, please find the attached report for this month's performance review.",Safe Email
474,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
475,"Dear Alex, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
476,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
477,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
478,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
479,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
480,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
481,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
482,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
483,"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
484,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
485,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
486,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
487,"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
488,"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
489,Important: Update your email account settings to avoid service interruption.,Phishing Email
490,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
491,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
492,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
493,"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
494,"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
495,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
496,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
497,"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
498,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
499,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
500,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
501,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
502,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
503,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
504,"Dear Jane, thank you for your purchase. Your order will be shipped soon.",Safe Email
505,"Hi Morgan, please find the attached report for this month's performance review.",Safe Email
506,Important: Update your email account settings to avoid service interruption.,Phishing Email
507,"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
508,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
509,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
510,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
511,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
512,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
513,"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
514,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
515,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
516,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
517,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
518,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
519,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
520,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
521,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
522,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
523,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
524,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
525,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
526,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
527,"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
528,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
529,"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
530,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
531,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
532,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
533,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
534,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
535,Congratulations! You've won a $2000 gift card. Click here to claim your prize.,Phishing Email
536,"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
537,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
538,Important: Update your email account settings to avoid service interruption.,Phishing Email
539,You have a new secure message from your bank. Click here to read it.,Phishing Email
540,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
541,You have a new secure message from your bank. Click here to read it.,Phishing Email
542,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
543,"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
544,"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
545,"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email
546,You have a new secure message from your bank. Click here to read it.,Phishing Email
547,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
548,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
549,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
550,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
551,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
552,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
553,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
554,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
555,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
556,"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
557,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
558,"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
559,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
560,Important: Update your email account settings to avoid service interruption.,Phishing Email
561,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
562,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
563,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
564,"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
565,You have a new secure message from your bank. Click here to read it.,Phishing Email
566,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
567,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
568,"Hi Morgan, please find the attached report for this month's performance review.",Safe Email
569,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
570,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
571,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
572,"Dear John, thank you for your purchase. Your order will be shipped soon.",Safe Email
573,"Hi John, please find the attached report for this month's performance review.",Safe Email
574,"Hello Chris, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
575,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
576,You have a new secure message from your bank. Click here to read it.,Phishing Email
577,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
578,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
579,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
580,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
581,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
582,"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
583,"Hi Jane, please find the attached report for this month's performance review.",Safe Email
584,"Dear Alex, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
585,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
586,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
587,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
588,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
589,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
590,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
591,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
592,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
593,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
594,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
595,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
596,"Hello Drew, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
597,Important: Update your email account settings to avoid service interruption.,Phishing Email
598,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
599,"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
600,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
601,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
602,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
603,"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
604,"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
605,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
606,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
607,"Hi Sam, please find the attached report for this month's performance review.",Safe Email
608,Important: Update your email account settings to avoid service interruption.,Phishing Email
609,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
610,"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
611,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
612,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
613,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
614,"Hi Alex, please find the attached report for this month's performance review.",Safe Email
615,Important: Update your email account settings to avoid service interruption.,Phishing Email
616,"Hello Chris, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
617,"Dear Jane, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
618,You have a new secure message from your bank. Click here to read it.,Phishing Email
619,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
620,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
621,"Hi Casey, please find the attached report for this month's performance review.",Safe Email
622,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
623,You have a new secure message from your bank. Click here to read it.,Phishing Email
624,"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
625,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
626,"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email
627,"Dear Chris, thank you for your purchase. Your order will be shipped soon.",Safe Email
628,You have a new secure message from your bank. Click here to read it.,Phishing Email
629,"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
630,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
631,Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,Safe Email
632,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
633,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
634,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
635,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
636,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
637,"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
638,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
639,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
640,"Dear Jane, thank you for your purchase. Your order will be shipped soon.",Safe Email
641,"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
642,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
643,Congratulations! You've won a $1500 gift card. Click here to claim your prize.,Phishing Email
644,"Hi Drew, please find the attached report for this month's performance review.",Safe Email
645,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
646,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
647,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
648,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
649,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
650,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
651,"Hi Chris, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
652,Important: Update your email account settings to avoid service interruption.,Phishing Email
653,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
654,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
655,"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
656,"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
657,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
658,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
659,"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
660,"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
661,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
662,Important: Update your email account settings to avoid service interruption.,Phishing Email
663,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
664,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
665,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
666,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
667,You have a new secure message from your bank. Click here to read it.,Phishing Email
668,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
669,Important: Update your email account settings to avoid service interruption.,Phishing Email
670,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
671,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
672,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
673,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
674,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
675,"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
676,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
677,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
678,"Hi Sam, please find the attached report for this month's performance review.",Safe Email
679,"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",Safe Email
680,"Hi Alex, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
681,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
682,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
683,Important: Update your email account settings to avoid service interruption.,Phishing Email
684,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
685,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
686,"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
687,"Hi Chris, please find the attached report for this month's performance review.",Safe Email
688,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
689,"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
690,"Hi Taylor, please find the attached report for this month's performance review.",Safe Email
691,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
692,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
693,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
694,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
695,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
696,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
697,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
698,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
699,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
700,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
701,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
702,Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,Safe Email
703,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
704,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
705,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
706,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
707,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
708,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
709,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
710,Important: Update your email account settings to avoid service interruption.,Phishing Email
711,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
712,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
713,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
714,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
715,Important: Update your email account settings to avoid service interruption.,Phishing Email
716,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
717,"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
718,"Dear Jordan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
719,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
720,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
721,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
722,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
723,"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
724,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
725,"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
726,"Hi Sam, please find the attached report for this month's performance review.",Safe Email
727,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
728,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
729,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
730,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
731,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
732,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
733,You have a new secure message from your bank. Click here to read it.,Phishing Email
734,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
735,"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
736,"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
737,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
738,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
739,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
740,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
741,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
742,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
743,"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
744,"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
745,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
746,"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",Safe Email
747,"Dear John, thank you for your purchase. Your order will be shipped soon.",Safe Email
748,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
749,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
750,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
751,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
752,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
753,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
754,Congratulations! You've won a $3000 gift card. Click here to claim your prize.,Phishing Email
755,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
756,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
757,"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
758,"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
759,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
760,Important: Update your email account settings to avoid service interruption.,Phishing Email
761,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
762,"Dear Chris, thank you for your purchase. Your order will be shipped soon.",Safe Email
763,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
764,"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
765,"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email
766,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
767,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
768,"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
769,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
770,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
771,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
772,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
773,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
774,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
775,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
776,"Hi Jordan, please find the attached report for this month's performance review.",Safe Email
777,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
778,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
779,"Dear Alex, thank you for your purchase. Your order will be shipped soon.",Safe Email
780,"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
781,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
782,"Hi Morgan, please find the attached report for this month's performance review.",Safe Email
783,"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
784,"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
785,"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",Safe Email
786,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
787,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
788,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
789,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
790,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
791,"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
792,"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
793,Important: Update your email account settings to avoid service interruption.,Phishing Email
794,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
795,"Dear Drew, thank you for your purchase. Your order will be shipped soon.",Safe Email
796,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
797,"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
798,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
799,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
800,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
801,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
802,"Hi Jane, please find the attached report for this month's performance review.",Safe Email
803,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
804,"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
805,"Dear Casey, thank you for your purchase. Your order will be shipped soon.",Safe Email
806,You have a new secure message from your bank. Click here to read it.,Phishing Email
807,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
808,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
809,Important: Update your email account settings to avoid service interruption.,Phishing Email
810,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
811,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
812,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
813,You have a new secure message from your bank. Click here to read it.,Phishing Email
814,You have a new secure message from your bank. Click here to read it.,Phishing Email
815,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
816,Congratulations! You've won a $500 gift card. Click here to claim your prize.,Phishing Email
817,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
818,"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",Safe Email
819,"Hi Morgan, please find the attached report for this month's performance review.",Safe Email
820,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
821,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
822,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
823,"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
824,Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,Safe Email
825,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
826,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
827,"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
828,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
829,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
