id,cleaned_email,isPhishing
500,your subscription is about to expire renew now to continue enjoying our services,1
501,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
502,please find attached the minutes from our last meeting let me know if you have any questions,0
503,your payment has been declined update your billing information to continue using our service,1
504,alert unusual login attempt detected verify your account by clicking here,1
505,dear jane thank you for your purchase your order will be shipped soon,0
506,hi morgan please find the attached report for this months performance review,0
507,important update your email account settings to avoid service interruption,1
508,dear taylor we are pleased to inform you about our upcoming webinar register now to secure your spot,0
509,your invoice is attached please review and pay promptly to avoid penalties,1
510,your subscription is about to expire renew now to continue enjoying our services,1
511,your subscription is about to expire renew now to continue enjoying our services,1
512,congratulations youve won a  gift card click here to claim your prize,1
513,your invoice is attached please review and pay promptly to avoid penalties,1
514,hi taylor just a reminder about the project deadline next friday lets ensure everything is on track,0
515,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
516,your package delivery is pending please provide your personal information to confirm delivery,1
517,please find attached the minutes from our last meeting let me know if you have any questions,0
518,congratulations youve won a  gift card click here to claim your prize,1
519,hi morgan it was great meeting you at the conference lets catch up for coffee next week,0
520,hi jane just a reminder about the project deadline next friday lets ensure everything is on track,0
521,dear drew thank you for your purchase your order will be shipped soon,0
522,your invoice is attached please review and pay promptly to avoid penalties,1
523,your package delivery is pending please provide your personal information to confirm delivery,1
524,congratulations youve won a  gift card click here to claim your prize,1
525,we noticed some unusual activity in your account log in to review recent transactions,1
526,your payment has been declined update your billing information to continue using our service,1
527,we noticed some unusual activity in your account log in to review recent transactions,1
528,dear chris your subscription has been successfully renewed thank you for your continued support,0
529,hi casey it was great meeting you at the conference lets catch up for coffee next week,0
530,hello alex here is your weekly update on the projects progress please review and provide feedback,0
531,please find attached the minutes from our last meeting let me know if you have any questions,0
532,your invoice is attached please review and pay promptly to avoid penalties,1
533,your invoice is attached please review and pay promptly to avoid penalties,1
534,dear drew thank you for your purchase your order will be shipped soon,0
535,your package delivery is pending please provide your personal information to confirm delivery,1
536,congratulations youve won a  gift card click here to claim your prize,1
537,dear alex your account has been compromised click the link to reset your password immediately,1
538,your payment has been declined update your billing information to continue using our service,1
539,important update your email account settings to avoid service interruption,1
540,you have a new secure message from your bank click here to read it,1
541,your subscription is about to expire renew now to continue enjoying our services,1
542,you have a new secure message from your bank click here to read it,1
543,hi drew please find the attached report for this months performance review,0
544,hi casey just a reminder about the project deadline next friday lets ensure everything is on track,0
545,dear morgan your account has been compromised click the link to reset your password immediately,1
546,dear jordan thank you for your purchase your order will be shipped soon,0
547,you have a new secure message from your bank click here to read it,1
548,we noticed some unusual activity in your account log in to review recent transactions,1
549,your subscription is about to expire renew now to continue enjoying our services,1
550,we noticed some unusual activity in your account log in to review recent transactions,1
551,dear alex thank you for your purchase your order will be shipped soon,0
552,your payment has been declined update your billing information to continue using our service,1
553,your payment has been declined update your billing information to continue using our service,1
554,hi casey it was great meeting you at the conference lets catch up for coffee next week,0
555,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
556,your package delivery is pending please provide your personal information to confirm delivery,1
557,dear taylor your account has been compromised click the link to reset your password immediately,1
558,your payment has been declined update your billing information to continue using our service,1
559,hello sam here is your weekly update on the projects progress please review and provide feedback,0
560,your package delivery is pending please provide your personal information to confirm delivery,1
561,important update your email account settings to avoid service interruption,1
562,your subscription is about to expire renew now to continue enjoying our services,1
563,welcome to our newsletter stay tuned for the latest updates and offers,0
564,please find attached the minutes from our last meeting let me know if you have any questions,0
565,dear drew your subscription has been successfully renewed thank you for your continued support,0
566,you have a new secure message from your bank click here to read it,1
567,we noticed some unusual activity in your account log in to review recent transactions,1
568,dear jordan your account has been compromised click the link to reset your password immediately,1
569,hi morgan please find the attached report for this months performance review,0
570,your subscription is about to expire renew now to continue enjoying our services,1
571,alert unusual login attempt detected verify your account by clicking here,1
572,we noticed some unusual activity in your account log in to review recent transactions,1
573,dear john thank you for your purchase your order will be shipped soon,0
574,hi john please find the attached report for this months performance review,0
575,hello chris here is your weekly update on the projects progress please review and provide feedback,0
576,welcome to our newsletter stay tuned for the latest updates and offers,0
577,you have a new secure message from your bank click here to read it,1
578,your payment has been declined update your billing information to continue using our service,1
579,your payment has been declined update your billing information to continue using our service,1
580,congratulations youve won a  gift card click here to claim your prize,1
581,hi taylor please find the attached report for this months performance review,0
582,please find attached the minutes from our last meeting let me know if you have any questions,0
583,dear taylor your account has been compromised click the link to reset your password immediately,1
584,hi jane please find the attached report for this months performance review,0
585,dear alex your subscription has been successfully renewed thank you for your continued support,0
586,we noticed some unusual activity in your account log in to review recent transactions,1
587,welcome to our newsletter stay tuned for the latest updates and offers,0
588,please find attached the minutes from our last meeting let me know if you have any questions,0
589,we noticed some unusual activity in your account log in to review recent transactions,1
590,your payment has been declined update your billing information to continue using our service,1
591,alert unusual login attempt detected verify your account by clicking here,1
592,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
593,your payment has been declined update your billing information to continue using our service,1
594,your package delivery is pending please provide your personal information to confirm delivery,1
595,your invoice is attached please review and pay promptly to avoid penalties,1
596,your subscription is about to expire renew now to continue enjoying our services,1
597,hello drew here is your weekly update on the projects progress please review and provide feedback,0
598,important update your email account settings to avoid service interruption,1
599,hi john it was great meeting you at the conference lets catch up for coffee next week,0
600,hi drew it was great meeting you at the conference lets catch up for coffee next week,0
601,congratulations youve won a  gift card click here to claim your prize,1
602,your package delivery is pending please provide your personal information to confirm delivery,1
603,your invoice is attached please review and pay promptly to avoid penalties,1
604,hello alex here is your weekly update on the projects progress please review and provide feedback,0
605,hello alex here is your weekly update on the projects progress please review and provide feedback,0
606,your subscription is about to expire renew now to continue enjoying our services,1
607,welcome to our newsletter stay tuned for the latest updates and offers,0
608,hi sam please find the attached report for this months performance review,0
609,important update your email account settings to avoid service interruption,1
610,alert unusual login attempt detected verify your account by clicking here,1
611,hello taylor here is your weekly update on the projects progress please review and provide feedback,0
612,please find attached the minutes from our last meeting let me know if you have any questions,0
613,we noticed some unusual activity in your account log in to review recent transactions,1
614,your subscription is about to expire renew now to continue enjoying our services,1
615,hi alex please find the attached report for this months performance review,0
616,important update your email account settings to avoid service interruption,1
617,hello chris here is your weekly update on the projects progress please review and provide feedback,0
618,dear jane your account has been compromised click the link to reset your password immediately,1
619,you have a new secure message from your bank click here to read it,1
620,dear taylor your subscription has been successfully renewed thank you for your continued support,0
621,please find attached the minutes from our last meeting let me know if you have any questions,0
622,hi casey please find the attached report for this months performance review,0
623,congratulations youve won a  gift card click here to claim your prize,1
624,you have a new secure message from your bank click here to read it,1
625,hi casey just a reminder about the project deadline next friday lets ensure everything is on track,0
626,your subscription is about to expire renew now to continue enjoying our services,1
627,dear jordan thank you for your purchase your order will be shipped soon,0
628,dear chris thank you for your purchase your order will be shipped soon,0
629,you have a new secure message from your bank click here to read it,1
630,hello morgan here is your weekly update on the projects progress please review and provide feedback,0
631,we noticed some unusual activity in your account log in to review recent transactions,1
632,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
633,welcome to our newsletter stay tuned for the latest updates and offers,0
634,welcome to our newsletter stay tuned for the latest updates and offers,0
635,your invoice is attached please review and pay promptly to avoid penalties,1
636,your invoice is attached please review and pay promptly to avoid penalties,1
637,please find attached the minutes from our last meeting let me know if you have any questions,0
638,dear sam your account has been compromised click the link to reset your password immediately,1
639,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
640,hi taylor please find the attached report for this months performance review,0
641,dear jane thank you for your purchase your order will be shipped soon,0
642,hi drew it was great meeting you at the conference lets catch up for coffee next week,0
643,your subscription is about to expire renew now to continue enjoying our services,1
644,congratulations youve won a  gift card click here to claim your prize,1
645,hi drew please find the attached report for this months performance review,0
646,please find attached the minutes from our last meeting let me know if you have any questions,0
647,alert unusual login attempt detected verify your account by clicking here,1
648,dear jordan your account has been compromised click the link to reset your password immediately,1
649,your payment has been declined update your billing information to continue using our service,1
650,your payment has been declined update your billing information to continue using our service,1
651,please find attached the minutes from our last meeting let me know if you have any questions,0
652,hi chris it was great meeting you at the conference lets catch up for coffee next week,0
653,important update your email account settings to avoid service interruption,1
654,your invoice is attached please review and pay promptly to avoid penalties,1
655,alert unusual login attempt detected verify your account by clicking here,1
656,dear casey your subscription has been successfully renewed thank you for your continued support,0
657,dear chris your account has been compromised click the link to reset your password immediately,1
658,we noticed some unusual activity in your account log in to review recent transactions,1
659,dear john your subscription has been successfully renewed thank you for your continued support,0
660,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
661,dear sam your account has been compromised click the link to reset your password immediately,1
662,your package delivery is pending please provide your personal information to confirm delivery,1
663,important update your email account settings to avoid service interruption,1
664,we noticed some unusual activity in your account log in to review recent transactions,1
665,please find attached the minutes from our last meeting let me know if you have any questions,0
666,your invoice is attached please review and pay promptly to avoid penalties,1
667,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
668,you have a new secure message from your bank click here to read it,1
669,dear john your subscription has been successfully renewed thank you for your continued support,0
670,important update your email account settings to avoid service interruption,1
671,congratulations youve won a  gift card click here to claim your prize,1
672,dear alex thank you for your purchase your order will be shipped soon,0
673,please find attached the minutes from our last meeting let me know if you have any questions,0
674,dear chris we are pleased to inform you about our upcoming webinar register now to secure your spot,0
675,we noticed some unusual activity in your account log in to review recent transactions,1
676,dear chris your subscription has been successfully renewed thank you for your continued support,0
677,welcome to our newsletter stay tuned for the latest updates and offers,0
678,dear casey we are pleased to inform you about our upcoming webinar register now to secure your spot,0
679,hi sam please find the attached report for this months performance review,0
680,dear jordan thank you for your purchase your order will be shipped soon,0
681,hi alex it was great meeting you at the conference lets catch up for coffee next week,0
682,dear john your subscription has been successfully renewed thank you for your continued support,0
683,alert unusual login attempt detected verify your account by clicking here,1
684,important update your email account settings to avoid service interruption,1
685,your subscription is about to expire renew now to continue enjoying our services,1
686,alert unusual login attempt detected verify your account by clicking here,1
687,dear morgan your account has been compromised click the link to reset your password immediately,1
688,hi chris please find the attached report for this months performance review,0
689,your invoice is attached please review and pay promptly to avoid penalties,1
690,dear casey your account has been compromised click the link to reset your password immediately,1
691,hi taylor please find the attached report for this months performance review,0
692,your invoice is attached please review and pay promptly to avoid penalties,1
693,your package delivery is pending please provide your personal information to confirm delivery,1
694,please find attached the minutes from our last meeting let me know if you have any questions,0
695,your payment has been declined update your billing information to continue using our service,1
696,we noticed some unusual activity in your account log in to review recent transactions,1
697,alert unusual login attempt detected verify your account by clicking here,1
698,congratulations youve won a  gift card click here to claim your prize,1
699,please find attached the minutes from our last meeting let me know if you have any questions,0
700,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
701,welcome to our newsletter stay tuned for the latest updates and offers,0
702,your package delivery is pending please provide your personal information to confirm delivery,1
703,reminder our meeting is scheduled for tomorrow at  am please be prepared with your updates,0
704,your package delivery is pending please provide your personal information to confirm delivery,1
705,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
706,dear john your subscription has been successfully renewed thank you for your continued support,0
707,your payment has been declined update your billing information to continue using our service,1
708,your subscription is about to expire renew now to continue enjoying our services,1
709,your invoice is attached please review and pay promptly to avoid penalties,1
710,your invoice is attached please review and pay promptly to avoid penalties,1
711,important update your email account settings to avoid service interruption,1
712,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
713,we noticed some unusual activity in your account log in to review recent transactions,1
714,your invoice is attached please review and pay promptly to avoid penalties,1
715,dear chris we are pleased to inform you about our upcoming webinar register now to secure your spot,0
716,important update your email account settings to avoid service interruption,1
717,dear jordan your account has been compromised click the link to reset your password immediately,1
718,hello john here is your weekly update on the projects progress please review and provide feedback,0
719,dear jordan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
720,congratulations youve won a  gift card click here to claim your prize,1
721,your package delivery is pending please provide your personal information to confirm delivery,1
722,welcome to our newsletter stay tuned for the latest updates and offers,0
723,your package delivery is pending please provide your personal information to confirm delivery,1
724,hello morgan here is your weekly update on the projects progress please review and provide feedback,0
725,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
726,dear chris we are pleased to inform you about our upcoming webinar register now to secure your spot,0
727,hi sam please find the attached report for this months performance review,0
728,your subscription is about to expire renew now to continue enjoying our services,1
729,your package delivery is pending please provide your personal information to confirm delivery,1
730,please find attached the minutes from our last meeting let me know if you have any questions,0
731,alert unusual login attempt detected verify your account by clicking here,1
732,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
733,your subscription is about to expire renew now to continue enjoying our services,1
734,you have a new secure message from your bank click here to read it,1
735,your subscription is about to expire renew now to continue enjoying our services,1
736,dear drew your account has been compromised click the link to reset your password immediately,1
737,hi chris just a reminder about the project deadline next friday lets ensure everything is on track,0
738,please find attached the minutes from our last meeting let me know if you have any questions,0
739,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
740,we noticed some unusual activity in your account log in to review recent transactions,1
741,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
742,please find attached the minutes from our last meeting let me know if you have any questions,0
743,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
744,hello morgan here is your weekly update on the projects progress please review and provide feedback,0
745,hi chris just a reminder about the project deadline next friday lets ensure everything is on track,0
746,your invoice is attached please review and pay promptly to avoid penalties,1
747,dear morgan thank you for your purchase your order will be shipped soon,0
748,dear john thank you for your purchase your order will be shipped soon,0
749,your subscription is about to expire renew now to continue enjoying our services,1
750,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
751,your payment has been declined update your billing information to continue using our service,1
752,we noticed some unusual activity in your account log in to review recent transactions,1
753,please find attached the minutes from our last meeting let me know if you have any questions,0
754,your subscription is about to expire renew now to continue enjoying our services,1
755,congratulations youve won a  gift card click here to claim your prize,1
756,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
757,your subscription is about to expire renew now to continue enjoying our services,1
758,dear chris your subscription has been successfully renewed thank you for your continued support,0
759,dear alex your account has been compromised click the link to reset your password immediately,1
760,welcome to our newsletter stay tuned for the latest updates and offers,0
761,important update your email account settings to avoid service interruption,1
762,we noticed some unusual activity in your account log in to review recent transactions,1
763,dear chris thank you for your purchase your order will be shipped soon,0
764,your subscription is about to expire renew now to continue enjoying our services,1
765,hi drew just a reminder about the project deadline next friday lets ensure everything is on track,0
766,dear casey thank you for your purchase your order will be shipped soon,0
767,dear taylor your subscription has been successfully renewed thank you for your continued support,0
768,your subscription is about to expire renew now to continue enjoying our services,1
769,hi morgan just a reminder about the project deadline next friday lets ensure everything is on track,0
770,your subscription is about to expire renew now to continue enjoying our services,1
771,we noticed some unusual activity in your account log in to review recent transactions,1
772,your invoice is attached please review and pay promptly to avoid penalties,1
773,your invoice is attached please review and pay promptly to avoid penalties,1
774,we noticed some unusual activity in your account log in to review recent transactions,1
775,alert unusual login attempt detected verify your account by clicking here,1
776,we noticed some unusual activity in your account log in to review recent transactions,1
777,hi jordan please find the attached report for this months performance review,0
778,hello casey here is your weekly update on the projects progress please review and provide feedback,0
779,your subscription is about to expire renew now to continue enjoying our services,1
780,dear alex thank you for your purchase your order will be shipped soon,0
781,hi jordan it was great meeting you at the conference lets catch up for coffee next week,0
782,congratulations youve won a  gift card click here to claim your prize,1
783,hi morgan please find the attached report for this months performance review,0
784,dear jordan your subscription has been successfully renewed thank you for your continued support,0
785,dear jane your subscription has been successfully renewed thank you for your continued support,0
786,dear morgan thank you for your purchase your order will be shipped soon,0
787,your subscription is about to expire renew now to continue enjoying our services,1
788,your invoice is attached please review and pay promptly to avoid penalties,1
789,your payment has been declined update your billing information to continue using our service,1
790,hello casey here is your weekly update on the projects progress please review and provide feedback,0
791,your payment has been declined update your billing information to continue using our service,1
792,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
793,hi jane it was great meeting you at the conference lets catch up for coffee next week,0
794,important update your email account settings to avoid service interruption,1
795,your payment has been declined update your billing information to continue using our service,1
796,dear drew thank you for your purchase your order will be shipped soon,0
797,alert unusual login attempt detected verify your account by clicking here,1
798,dear morgan your account has been compromised click the link to reset your password immediately,1
799,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
800,your payment has been declined update your billing information to continue using our service,1
801,dear taylor your subscription has been successfully renewed thank you for your continued support,0
802,welcome to our newsletter stay tuned for the latest updates and offers,0
803,hi jane please find the attached report for this months performance review,0
804,alert unusual login attempt detected verify your account by clicking here,1
805,hi morgan it was great meeting you at the conference lets catch up for coffee next week,0
806,dear casey thank you for your purchase your order will be shipped soon,0
807,you have a new secure message from your bank click here to read it,1
808,your payment has been declined update your billing information to continue using our service,1
809,your package delivery is pending please provide your personal information to confirm delivery,1
810,important update your email account settings to avoid service interruption,1
811,dear john your subscription has been successfully renewed thank you for your continued support,0
812,congratulations youve won a  gift card click here to claim your prize,1
813,dear jordan your account has been compromised click the link to reset your password immediately,1
814,you have a new secure message from your bank click here to read it,1
815,you have a new secure message from your bank click here to read it,1
816,welcome to our newsletter stay tuned for the latest updates and offers,0
817,congratulations youve won a  gift card click here to claim your prize,1
818,your package delivery is pending please provide your personal information to confirm delivery,1
819,dear morgan thank you for your purchase your order will be shipped soon,0
820,hi morgan please find the attached report for this months performance review,0
821,your invoice is attached please review and pay promptly to avoid penalties,1
822,dear taylor your subscription has been successfully renewed thank you for your continued support,0
823,alert unusual login attempt detected verify your account by clicking here,1
824,dear taylor your subscription has been successfully renewed thank you for your continued support,0
825,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
826,we noticed some unusual activity in your account log in to review recent transactions,1
827,your subscription is about to expire renew now to continue enjoying our services,1
828,hello casey here is your weekly update on the projects progress please review and provide feedback,0
829,your subscription is about to expire renew now to continue enjoying our services,1
830,your subscription is about to expire renew now to continue enjoying our services,1
831,hi drew please find the attached report for this months performance review,0
832,dear drew thank you for your purchase your order will be shipped soon,0
833,hi alex it was great meeting you at the conference lets catch up for coffee next week,0
834,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
835,hi jordan please find the attached report for this months performance review,0
836,we noticed some unusual activity in your account log in to review recent transactions,1
837,your payment has been declined update your billing information to continue using our service,1
838,dear chris your account has been compromised click the link to reset your password immediately,1
839,dear jane your subscription has been successfully renewed thank you for your continued support,0
840,hi jane please find the attached report for this months performance review,0
841,your package delivery is pending please provide your personal information to confirm delivery,1
842,hi casey just a reminder about the project deadline next friday lets ensure everything is on track,0
843,hello sam here is your weekly update on the projects progress please review and provide feedback,0
844,your subscription is about to expire renew now to continue enjoying our services,1
845,hi drew please find the attached report for this months performance review,0
846,dear jordan thank you for your purchase your order will be shipped soon,0
847,you have a new secure message from your bank click here to read it,1
848,dear drew thank you for your purchase your order will be shipped soon,0
849,welcome to our newsletter stay tuned for the latest updates and offers,0
850,dear alex we are pleased to inform you about our upcoming webinar register now to secure your spot,0
851,hi taylor please find the attached report for this months performance review,0
852,congratulations youve won a  gift card click here to claim your prize,1
853,dear casey your subscription has been successfully renewed thank you for your continued support,0
854,dear john your subscription has been successfully renewed thank you for your continued support,0
855,you have a new secure message from your bank click here to read it,1
856,your subscription is about to expire renew now to continue enjoying our services,1
857,your subscription is about to expire renew now to continue enjoying our services,1
858,congratulations youve won a  gift card click here to claim your prize,1
859,hi chris please find the attached report for this months performance review,0
860,dear alex thank you for your purchase your order will be shipped soon,0
861,dear casey we are pleased to inform you about our upcoming webinar register now to secure your spot,0
862,hi john just a reminder about the project deadline next friday lets ensure everything is on track,0
863,hi taylor it was great meeting you at the conference lets catch up for coffee next week,0
864,hi taylor it was great meeting you at the conference lets catch up for coffee next week,0
865,your invoice is attached please review and pay promptly to avoid penalties,1
866,hi morgan it was great meeting you at the conference lets catch up for coffee next week,0
867,your subscription is about to expire renew now to continue enjoying our services,1
868,your subscription is about to expire renew now to continue enjoying our services,1
869,dear sam your subscription has been successfully renewed thank you for your continued support,0
870,hi morgan it was great meeting you at the conference lets catch up for coffee next week,0
871,dear morgan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
872,we noticed some unusual activity in your account log in to review recent transactions,1
873,hello jordan here is your weekly update on the projects progress please review and provide feedback,0
874,your subscription is about to expire renew now to continue enjoying our services,1
875,hi jordan please find the attached report for this months performance review,0
876,your payment has been declined update your billing information to continue using our service,1
877,dear casey we are pleased to inform you about our upcoming webinar register now to secure your spot,0
878,dear jane we are pleased to inform you about our upcoming webinar register now to secure your spot,0
879,dear drew we are pleased to inform you about our upcoming webinar register now to secure your spot,0
880,congratulations youve won a  gift card click here to claim your prize,1
881,important update your email account settings to avoid service interruption,1
882,we noticed some unusual activity in your account log in to review recent transactions,1
883,important update your email account settings to avoid service interruption,1
884,dear alex thank you for your purchase your order will be shipped soon,0
885,hello casey here is your weekly update on the projects progress please review and provide feedback,0
886,dear taylor we are pleased to inform you about our upcoming webinar register now to secure your spot,0
887,congratulations youve won a  gift card click here to claim your prize,1
888,hi alex please find the attached report for this months performance review,0
889,dear jordan your account has been compromised click the link to reset your password immediately,1
890,your package delivery is pending please provide your personal information to confirm delivery,1
891,your payment has been declined update your billing information to continue using our service,1
892,dear jane your subscription has been successfully renewed thank you for your continued support,0
893,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
894,your package delivery is pending please provide your personal information to confirm delivery,1
895,your package delivery is pending please provide your personal information to confirm delivery,1
896,hi casey just a reminder about the project deadline next friday lets ensure everything is on track,0
897,hi casey it was great meeting you at the conference lets catch up for coffee next week,0
898,your payment has been declined update your billing information to continue using our service,1
899,alert unusual login attempt detected verify your account by clicking here,1
900,alert unusual login attempt detected verify your account by clicking here,1
901,welcome to our newsletter stay tuned for the latest updates and offers,0
902,congratulations youve won a  gift card click here to claim your prize,1
903,alert unusual login attempt detected verify your account by clicking here,1
904,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
905,your invoice is attached please review and pay promptly to avoid penalties,1
906,please find attached the minutes from our last meeting let me know if you have any questions,0
907,please find attached the minutes from our last meeting let me know if you have any questions,0
908,your payment has been declined update your billing information to continue using our service,1
909,alert unusual login attempt detected verify your account by clicking here,1
910,your payment has been declined update your billing information to continue using our service,1
911,alert unusual login attempt detected verify your account by clicking here,1
912,your subscription is about to expire renew now to continue enjoying our services,1
913,dear sam your subscription has been successfully renewed thank you for your continued support,0
914,dear casey thank you for your purchase your order will be shipped soon,0
915,hi drew just a reminder about the project deadline next friday lets ensure everything is on track,0
916,we noticed some unusual activity in your account log in to review recent transactions,1
917,your subscription is about to expire renew now to continue enjoying our services,1
918,your invoice is attached please review and pay promptly to avoid penalties,1
919,hi jane it was great meeting you at the conference lets catch up for coffee next week,0
920,we noticed some unusual activity in your account log in to review recent transactions,1
921,hi sam just a reminder about the project deadline next friday lets ensure everything is on track,0
922,we noticed some unusual activity in your account log in to review recent transactions,1
923,important update your email account settings to avoid service interruption,1
924,hi sam just a reminder about the project deadline next friday lets ensure everything is on track,0
925,important update your email account settings to avoid service interruption,1
926,hi taylor it was great meeting you at the conference lets catch up for coffee next week,0
927,congratulations youve won a  gift card click here to claim your prize,1
928,please find attached the minutes from our last meeting let me know if you have any questions,0
929,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
930,alert unusual login attempt detected verify your account by clicking here,1
931,please find attached the minutes from our last meeting let me know if you have any questions,0
932,you have a new secure message from your bank click here to read it,1
933,dear sam thank you for your purchase your order will be shipped soon,0
934,we noticed some unusual activity in your account log in to review recent transactions,1
935,dear jordan thank you for your purchase your order will be shipped soon,0
936,welcome to our newsletter stay tuned for the latest updates and offers,0
937,alert unusual login attempt detected verify your account by clicking here,1
938,hi alex just a reminder about the project deadline next friday lets ensure everything is on track,0
939,please find attached the minutes from our last meeting let me know if you have any questions,0
940,dear chris your account has been compromised click the link to reset your password immediately,1
941,your package delivery is pending please provide your personal information to confirm delivery,1
942,please find attached the minutes from our last meeting let me know if you have any questions,0
943,dear morgan your account has been compromised click the link to reset your password immediately,1
944,dear chris your account has been compromised click the link to reset your password immediately,1
945,you have a new secure message from your bank click here to read it,1
946,dear alex your account has been compromised click the link to reset your password immediately,1
947,dear sam we are pleased to inform you about our upcoming webinar register now to secure your spot,0
948,congratulations youve won a  gift card click here to claim your prize,1
949,your package delivery is pending please provide your personal information to confirm delivery,1
950,your subscription is about to expire renew now to continue enjoying our services,1
951,we noticed some unusual activity in your account log in to review recent transactions,1
952,dear taylor your account has been compromised click the link to reset your password immediately,1
953,dear drew your subscription has been successfully renewed thank you for your continued support,0
954,congratulations youve won a  gift card click here to claim your prize,1
955,hi casey please find the attached report for this months performance review,0
956,important update your email account settings to avoid service interruption,1
957,your package delivery is pending please provide your personal information to confirm delivery,1
958,congratulations youve won a  gift card click here to claim your prize,1
959,dear john your subscription has been successfully renewed thank you for your continued support,0
960,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
961,your package delivery is pending please provide your personal information to confirm delivery,1
962,dear casey your subscription has been successfully renewed thank you for your continued support,0
963,dear morgan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
964,hi chris it was great meeting you at the conference lets catch up for coffee next week,0
965,your subscription is about to expire renew now to continue enjoying our services,1
966,hello drew here is your weekly update on the projects progress please review and provide feedback,0
967,dear jane thank you for your purchase your order will be shipped soon,0
968,congratulations youve won a  gift card click here to claim your prize,1
969,you have a new secure message from your bank click here to read it,1
970,dear john your account has been compromised click the link to reset your password immediately,1
971,welcome to our newsletter stay tuned for the latest updates and offers,0
972,dear morgan your account has been compromised click the link to reset your password immediately,1
973,dear taylor thank you for your purchase your order will be shipped soon,0
974,hi jordan it was great meeting you at the conference lets catch up for coffee next week,0
975,hi sam please find the attached report for this months performance review,0
976,reminder our meeting is scheduled for tomorrow at  pm please be prepared with your updates,0
977,important update your email account settings to avoid service interruption,1
978,your invoice is attached please review and pay promptly to avoid penalties,1
979,dear alex thank you for your purchase your order will be shipped soon,0
980,dear jordan thank you for your purchase your order will be shipped soon,0
981,your package delivery is pending please provide your personal information to confirm delivery,1
982,hi taylor please find the attached report for this months performance review,0
983,hi sam it was great meeting you at the conference lets catch up for coffee next week,0
984,dear john thank you for your purchase your order will be shipped soon,0
985,dear jane thank you for your purchase your order will be shipped soon,0
986,alert unusual login attempt detected verify your account by clicking here,1
987,your invoice is attached please review and pay promptly to avoid penalties,1
988,important update your email account settings to avoid service interruption,1
989,we noticed some unusual activity in your account log in to review recent transactions,1
990,dear morgan we are pleased to inform you about our upcoming webinar register now to secure your spot,0
991,your subscription is about to expire renew now to continue enjoying our services,1
992,please find attached the minutes from our last meeting let me know if you have any questions,0
993,you have a new secure message from your bank click here to read it,1
994,hi john just a reminder about the project deadline next friday lets ensure everything is on track,0
995,you have a new secure message from your bank click here to read it,1
996,your payment has been declined update your billing information to continue using our service,1
997,alert unusual login attempt detected verify your account by clicking here,1
998,dear taylor your account has been compromised click the link to reset your password immediately,1
